reference,settled_at_utc,amount,status
TXNA0DFE6102169,2026-07-15 04:47:14,"6,36,884.79",SETTLED
TXNA0DFE6103220,2026-07-15 10:03:27,"6,01,694.46",SETTLED
TXNA0DFE6102937,2026-07-15 02:43:23,"2,67,154.81/-",SETTLED
TXNA0DFE6102536,2026-07-15 06:45:20,"Rs. 8,69,911.44",SETTLED
TXNA0DFE6101435,2026-07-15 03:50:42,"1,77,319.96",SETTLED
TXNA0DFE6100425,2026-07-15 12:04:14,"7,44,936.15",SETTLED
TXNA0DFE6103197,2026-07-15 09:41:03,"8,05,541.43/-",SETTLED
TXNA0DFE6102503,2026-07-15 15:23:04,"Rs. 2,18,968.67",SETTLED
TXNA0DFE6102056,2026-07-15 09:30:49,"3,82,372.91",SETTLED
TXNA0DFE6103443,2026-07-15 09:34:17,"8,89,601.18",SETTLED
TXNA0DFE6100125,2026-07-15 05:04:36,"5,71,878.45/-",SETTLED
TXNA0DFE6103133,2026-07-15 08:50:42,"Rs. 7,36,950.50",SETTLED
TXNA0DFE6102685,2026-07-15 15:17:42,"4,20,166.64",SETTLED
TXNA0DFE6350009,2026-07-15 22:42:28,"2,29,156.23",SETTLED
TXNA0DFE6100936,2026-07-15 03:35:21,"2,35,182.07/-",SETTLED
TXNA0DFE6103628,2026-07-15 02:42:25,"Rs. 6,60,424.73",SETTLED
TXNA0DFE6100021,2026-07-15 08:49:49,"5,43,088.16",SETTLED
TXNA0DFE6103634,2026-07-15 11:20:24,"5,154.27",SETTLED
TXNA0DFE6100579,2026-07-15 11:17:38,"1,57,779.67/-",SETTLED
TXNA0DFE6103677,2026-07-15 07:31:22,"Rs. 7,32,421.22",SETTLED
TXNA0DFE6103161,2026-07-15 11:28:31,"5,23,300.15",SETTLED
TXNA0DFE6100659,2026-07-15 10:01:17,"1,82,361.98",SETTLED
TXNA0DFE6102605,2026-07-15 10:27:42,"74,110.94/-",SETTLED
TXNA0DFE6101390,2026-07-15 06:54:30,"Rs. 6,48,575.23",SETTLED
TXNA0DFE6100510,2026-07-15 03:51:23,"8,80,898.67",SETTLED
TXNA0DFE6101039,2026-07-15 14:31:13,"1,86,149.10",SETTLED
TXNA0DFE6102242,2026-07-15 06:07:48,"6,30,425.24/-",SETTLED
TXNA0DFE6100059,2026-07-15 04:10:10,"Rs. 81,192.42",SETTLED
TXNA0DFE6103682,2026-07-15 14:42:59,"5,23,150.22",SETTLED
TXNA0DFE6103219,2026-07-15 10:28:35,"7,04,803.39",SETTLED
TXNA0DFE6100155,2026-07-15 06:11:00,"90,103.99/-",SETTLED
TXNA0DFE6102132,2026-07-15 13:20:59,"Rs. 8,29,155.04",SETTLED
TXNA0DFE6100722,2026-07-15 14:06:09,"8,36,700.07",SETTLED
TXNA0DFE6102526,2026-07-15 13:50:59,"4,44,648.89",SETTLED
TXNA0DFE6101194,2026-07-15 02:02:06,"4,96,606.53/-",SETTLED
TXNA0DFE6101216,2026-07-15 16:01:24,"Rs. 2,76,998.43",SETTLED
TXNA0DFE6101841,2026-07-15 06:16:45,"2,89,538.47",SETTLED
TXNA0DFE6101846,2026-07-15 12:21:42,"5,01,954.25",SETTLED
TXNA0DFE6100080,2026-07-15 07:59:11,"4,54,755.13/-",SETTLED
TXNA0DFE6100121,2026-07-15 07:55:05,"Rs. 3,66,070.81",SETTLED
TXNA0DFE6102258,2026-07-15 13:00:42,"7,02,846.14",SETTLED
TXNA0DFE6101200,2026-07-15 03:13:25,"3,18,679.78",SETTLED
TXNA0DFE6101504,2026-07-15 09:48:59,"8,70,787.82/-",SETTLED
TXNA0DFE6100488,2026-07-15 10:52:48,"Rs. 5,16,580.23",SETTLED
TXNA0DFE6103236,2026-07-15 12:54:40,"8,53,539.65",SETTLED
TXNA0DFE6101721,2026-07-15 16:16:32,"6,71,485.77",SETTLED
TXNA0DFE6102070,2026-07-15 16:14:40,"1,87,674.21/-",SETTLED
TXNA0DFE6101111,2026-07-15 09:20:14,"Rs. 85,847.23",SETTLED
TXNA0DFE6100464,2026-07-15 10:23:25,"4,18,745.31",SETTLED
TXNA0DFE6103179,2026-07-15 13:07:19,"8,35,199.43",SETTLED
TXNA0DFE6103011,2026-07-15 15:06:22,"4,36,145.63/-",SETTLED
TXNA0DFE6101445,2026-07-15 10:02:54,"Rs. 3,39,729.10",SETTLED
TXNA0DFE6103393,2026-07-15 01:59:04,"7,91,128.91",SETTLED
TXNA0DFE6100648,2026-07-15 08:13:35,"4,50,552.52",SETTLED
TXNA0DFE6103152,2026-07-15 13:29:12,"3,94,014.53/-",SETTLED
TXNA0DFE6103657,2026-07-15 03:09:07,"Rs. 4,51,877.92",SETTLED
TXNA0DFE6100173,2026-07-15 15:51:59,"5,05,231.12",SETTLED
TXNA0DFE6100559,2026-07-15 03:29:53,"6,55,216.95",SETTLED
TXNA0DFE6102161,2026-07-15 13:27:39,"5,15,678.18/-",SETTLED
TXNA0DFE6100138,2026-07-15 08:17:37,"Rs. 3,11,621.84",SETTLED
TXNA0DFE6102454,2026-07-15 02:13:38,"27,417.83",SETTLED
TXNA0DFE6102543,2026-07-15 12:08:23,"96,271.35",SETTLED
TXNA0DFE6103269,2026-07-15 07:47:05,"2,51,644.57/-",SETTLED
TXNA0DFE6103792,2026-07-15 11:03:03,"Rs. 1,24,544.25",SETTLED
TXNA0DFE6103581,2026-07-15 08:46:46,"5,20,743.15",SETTLED
TXNA0DFE6102353,2026-07-15 14:13:35,"5,33,132.04",SETTLED
TXNA0DFE6102345,2026-07-15 04:35:54,"70,910.45/-",SETTLED
TXNA0DFE6100737,2026-07-15 11:40:07,"Rs. 2,62,481.29",SETTLED
TXNA0DFE6103552,2026-07-15 13:09:09,"7,16,366.35",SETTLED
TXNA0DFE6102794,2026-07-15 02:35:24,"6,73,569.13",SETTLED
TXNA0DFE6103666,2026-07-15 14:52:10,"87,715.43/-",SETTLED
TXNA0DFE6103636,2026-07-15 05:04:29,"Rs. 7,94,578.92",SETTLED
TXNA0DFE6100154,2026-07-15 05:56:45,"4,18,087.96",SETTLED
TXNA0DFE6103725,2026-07-15 04:00:20,"87,333.62",SETTLED
TXNA0DFE6102442,2026-07-15 10:07:26,"8,95,026.90/-",SETTLED
TXNA0DFE6101608,2026-07-15 15:37:11,"Rs. 2,36,557.06",SETTLED
TXNA0DFE6101077,2026-07-15 12:58:51,"1,90,338.23",SETTLED
TXNA0DFE6102943,2026-07-15 08:26:58,"5,46,056.37",SETTLED
TXNA0DFE6100724,2026-07-15 09:04:09,"42,933.24/-",SETTLED
TXNA0DFE6103373,2026-07-15 06:42:41,"Rs. 1,81,515.79",SETTLED
TXNA0DFE6101151,2026-07-15 14:53:51,"8,68,275.99",SETTLED
TXNA0DFE6102236,2026-07-15 07:23:29,"7,61,651.63",SETTLED
TXNA0DFE6100236,2026-07-15 10:33:32,"8,60,123.64/-",SETTLED
TXNA0DFE6103342,2026-07-15 06:44:00,"Rs. 6,48,091.77",SETTLED
TXNA0DFE6101589,2026-07-15 09:15:59,"3,76,096.59",SETTLED
TXNA0DFE6100166,2026-07-15 14:10:23,"3,69,597.83",SETTLED
TXNA0DFE6102787,2026-07-15 09:51:06,"3,19,928.08/-",SETTLED
TXNA0DFE6101196,2026-07-15 03:09:32,"Rs. 8,89,117.81",SETTLED
TXNA0DFE6103587,2026-07-15 14:19:31,"5,43,658.03",SETTLED
TXNA0DFE6102110,2026-07-15 06:52:11,"3,78,840.27",SETTLED
TXNA0DFE6102112,2026-07-15 07:44:43,"6,92,803.46/-",SETTLED
TXNA0DFE6100817,2026-07-15 10:18:16,"Rs. 4,31,811.19",SETTLED
TXNA0DFE6101836,2026-07-15 14:59:42,"2,44,348.94",SETTLED
TXNA0DFE6101839,2026-07-15 07:27:56,"4,56,920.32",SETTLED
TXNA0DFE6103293,2026-07-15 13:39:25,"4,55,573.64/-",SETTLED
TXNA0DFE6100460,2026-07-15 11:38:55,"Rs. 5,72,307.08",SETTLED
TXNA0DFE6101428,2026-07-15 16:22:26,"3,40,423.24",SETTLED
TXNA0DFE6101731,2026-07-15 03:47:35,"1,14,291.23",SETTLED
TXNA0DFE6103199,2026-07-15 15:20:00,"3,35,757.95/-",SETTLED
TXNA0DFE6101865,2026-07-15 03:27:05,"Rs. 2,04,644.09",SETTLED
TXNA0DFE6103117,2026-07-15 12:50:34,"60,776.14",SETTLED
TXNA0DFE6102263,2026-07-15 08:48:58,"6,72,243.07",SETTLED
TXNA0DFE6103075,2026-07-15 03:29:34,"5,58,680.23/-",SETTLED
TXNA0DFE6100568,2026-07-15 02:07:00,"Rs. 93,474.82",SETTLED
TXNA0DFE6101093,2026-07-15 11:24:48,"8,06,087.32",SETTLED
TXNA0DFE6101947,2026-07-15 09:03:17,"4,80,123.23",SETTLED
TXNA0DFE6101967,2026-07-15 04:34:24,"7,88,435.32/-",SETTLED
TXNA0DFE6102260,2026-07-15 09:23:38,"Rs. 4,81,274.82",SETTLED
TXNA0DFE6101328,2026-07-15 04:06:46,"4,75,369.76",SETTLED
TXNA0DFE6102373,2026-07-15 14:53:36,"7,99,936.10",SETTLED
TXNA0DFE6100365,2026-07-15 15:54:07,"7,85,324.39/-",SETTLED
TXNA0DFE6101274,2026-07-15 15:19:10,"Rs. 61,804.49",SETTLED
TXNA0DFE6103554,2026-07-15 08:19:31,"5,13,108.42",SETTLED
TXNA0DFE6101902,2026-07-15 05:13:16,"33,440.52",SETTLED
TXNA0DFE6100403,2026-07-15 12:18:30,"4,91,237.63/-",SETTLED
TXNA0DFE6103348,2026-07-15 01:34:58,"Rs. 6,94,165.26",SETTLED
TXNA0DFE6101758,2026-07-15 05:59:06,"6,44,360.74",SETTLED
TXNA0DFE6100422,2026-07-15 06:35:35,"7,03,168.08",SETTLED
TXNA0DFE6101571,2026-07-15 13:33:13,"8,45,746.07/-",SETTLED
TXNA0DFE6102385,2026-07-15 01:17:14,"Rs. 5,36,549.55",SETTLED
TXNA0DFE6500003,2026-07-15 14:16:07,"2,43,292.57",
TXNA0DFE6101272,2026-07-15 02:13:09,"4,64,355.28",SETTLED
TXNA0DFE6101476,2026-07-15 06:38:25,"2,25,932.02/-",SETTLED
TXNA0DFE6103336,2026-07-15 04:45:21,"Rs. 22,897.57",SETTLED
TXNA0DFE6102328,2026-07-15 04:49:05,"6,230.77",SETTLED
TXNA0DFE6102618,2026-07-15 04:35:36,"3,30,338.17",SETTLED
TXNA0DFE6100613,2026-07-15 12:32:47,"6,71,203.02/-",SETTLED
TXNA0DFE6100288,2026-07-15 01:58:00,"Rs. 92,359.83",SETTLED
TXNA0DFE6100131,2026-07-15 07:17:33,"2,74,966.32",SETTLED
TXNA0DFE6101893,2026-07-15 02:33:39,"7,86,696.38",SETTLED
TXNA0DFE6102690,2026-07-15 12:18:45,"5,58,879.29/-",SETTLED
TXNA0DFE6102623,2026-07-15 05:45:15,"Rs. 8,06,641.14",SETTLED
TXNA0DFE6101330,2026-07-15 15:22:04,"96,596.93",SETTLED
TXNA0DFE6101837,2026-07-15 04:07:12,"84,935.34",SETTLED
TXNA0DFE6100276,2026-07-15 04:18:48,"95,673.96/-",SETTLED
TXNA0DFE6101653,2026-07-15 09:03:31,"Rs. 28,341.73",SETTLED
TXNA0DFE6102438,2026-07-15 01:12:20,"2,10,913.18",SETTLED
TXNA0DFE6100906,2026-07-15 12:07:07,"57,200.46",SETTLED
TXNA0DFE6102513,2026-07-15 10:14:35,"6,98,185.06/-",SETTLED
TXNA0DFE6100157,2026-07-15 06:31:58,"Rs. 8,42,124.86",SETTLED
TXNA0DFE6101347,2026-07-15 12:01:56,"86,497.36",SETTLED
TXNA0DFE6101243,2026-07-15 00:40:17,"3,88,878.81",SETTLED
TXNA0DFE6100265,2026-07-15 06:04:47,"25,860.89/-",SETTLED
TXNA0DFE6102895,2026-07-15 15:56:30,"Rs. 5,34,812.65",SETTLED
TXNA0DFE6100333,2026-07-15 11:18:51,"7,98,580.64",SETTLED
TXNA0DFE6103337,2026-07-15 05:06:26,"7,35,272.97",SETTLED
TXNA0DFE6102995,2026-07-15 01:21:13,"6,19,659.43/-",SETTLED
TXNA0DFE6100330,2026-07-15 09:00:07,"Rs. 46,090.59",SETTLED
TXNA0DFE6101592,2026-07-15 06:22:20,"7,99,856.28",SETTLED
TXNA0DFE6102534,2026-07-15 12:04:42,"1,80,449.59",SETTLED
TXNA0DFE6100685,2026-07-15 12:18:13,"30,699.46/-",SETTLED
TXNA0DFE6103767,2026-07-15 15:11:29,"Rs. 89,092.30",SETTLED
TXNA0DFE6103667,2026-07-15 08:41:03,"6,56,131.85",SETTLED
TXNA0DFE6100618,2026-07-15 07:18:06,"1,57,643.80",SETTLED
TXNA0DFE6102158,2026-07-15 03:05:57,"1,84,847.66/-",SETTLED
TXNA0DFE6100926,2026-07-15 14:15:15,"Rs. 7,44,474.94",SETTLED
TXNA0DFE6102463,2026-07-15 01:49:19,"5,42,885.07",SETTLED
TXNA0DFE6102582,2026-07-15 15:41:07,"1,31,970.37",SETTLED
TXNA0DFE6100739,2026-07-15 11:21:00,"2,59,708.84/-",SETTLED
TXNA0DFE6103198,2026-07-15 00:39:17,"Rs. 7,64,483.32",SETTLED
TXNA0DFE6100819,2026-07-15 11:20:01,"2,40,735.42",SETTLED
TXNA0DFE6100651,2026-07-15 12:21:31,"1,73,829.86",SETTLED
TXNA0DFE6103363,2026-07-15 13:11:37,"3,79,411.95/-",SETTLED
TXNA0DFE6102009,2026-07-15 15:42:15,"Rs. 1,10,386.16",SETTLED
TXNA0DFE6102520,2026-07-15 11:58:27,"8,46,613.86",SETTLED
TXNA0DFE6102088,2026-07-15 13:00:28,"5,27,100.21",SETTLED
TXNA0DFE6101662,2026-07-15 12:01:03,"3,72,563.12/-",SETTLED
TXNA0DFE6101413,2026-07-15 09:18:24,"Rs. 3,85,373.41",SETTLED
TXNA0DFE6102408,2026-07-15 16:11:03,"3,71,453.47",SETTLED
TXNA0DFE6100034,2026-07-15 05:17:24,"1,01,438.11",SETTLED
TXNA0DFE6100971,2026-07-15 11:26:26,"1,11,445.43/-",SETTLED
TXNA0DFE6102250,2026-07-15 10:55:32,"Rs. 8,72,422.89",SETTLED
TXNA0DFE6100955,2026-07-15 11:44:02,"2,47,139.42",SETTLED
TXNA0DFE6101066,2026-07-15 05:08:38,"2,76,263.65",SETTLED
TXNA0DFE6102429,2026-07-15 14:28:23,"5,11,520.26/-",SETTLED
TXNA0DFE6102406,2026-07-15 01:24:55,"Rs. 7,25,411.90",SETTLED
TXNA0DFE6102102,2026-07-15 13:25:41,"3,59,464.28",SETTLED
TXNA0DFE6100909,2026-07-15 12:08:28,"4,43,129.95",SETTLED
TXNA0DFE6101703,2026-07-15 05:13:30,"7,48,533.39/-",SETTLED
TXNA0DFE6101763,2026-07-15 02:51:05,"Rs. 1,14,844.91",SETTLED
TXNA0DFE6100662,2026-07-15 13:39:07,"3,25,899.83",SETTLED
TXNA0DFE6103739,2026-07-15 04:48:02,"2,01,208.42",SETTLED
TXNA0DFE6101355,2026-07-15 10:15:14,"7,90,177.10/-",SETTLED
TXNA0DFE6103258,2026-07-15 01:04:04,"Rs. 4,17,242.92",SETTLED
TXNA0DFE6101102,2026-07-15 14:20:28,"4,85,729.18",SETTLED
TXNA0DFE6100380,2026-07-15 15:46:23,"1,93,943.87",SETTLED
TXNA0DFE6100736,2026-07-15 06:54:42,"6,17,720.45/-",SETTLED
TXNA0DFE6100525,2026-07-15 02:35:50,"Rs. 1,70,572.47",SETTLED
TXNA0DFE6101221,2026-07-15 08:47:36,"7,11,322.13",SETTLED
TXNA0DFE6102771,2026-07-15 14:38:43,"4,56,101.35",SETTLED
TXNA0DFE6101722,2026-07-15 09:15:36,"5,86,110.41/-",SETTLED
TXNA0DFE6100515,2026-07-15 08:24:46,"Rs. 6,77,572.32",SETTLED
TXNA0DFE6102920,2026-07-15 09:18:05,"5,14,663.37",SETTLED
TXNA0DFE6100347,2026-07-15 00:46:55,"3,11,176.92",SETTLED
TXNA0DFE6102339,2026-07-15 07:43:37,"1,39,419.16/-",SETTLED
TXNA0DFE6102814,2026-07-15 11:21:15,"Rs. 7,51,190.78",SETTLED
TXNA0DFE6103205,2026-07-15 08:34:10,"6,63,863.96",SETTLED
TXNA0DFE6101747,2026-07-15 05:44:21,"8,55,626.26",SETTLED
TXNA0DFE6103146,2026-07-15 13:36:55,"5,67,883.03/-",SETTLED
TXNA0DFE6101672,2026-07-15 04:23:26,"Rs. 7,67,429.70",SETTLED
TXNA0DFE6102371,2026-07-15 09:01:19,"8,86,113.33",SETTLED
TXNA0DFE6102436,2026-07-15 03:07:22,"7,82,713.64",SETTLED
TXNA0DFE6101076,2026-07-15 08:51:28,"4,13,495.98/-",SETTLED
TXNA0DFE6101636,2026-07-15 08:15:13,"Rs. 6,33,250.10",SETTLED
TXNA0DFE6103272,2026-07-15 08:25:29,"68,348.83",SETTLED
TXNA0DFE6101514,2026-07-15 04:02:58,"7,38,870.20",SETTLED
TXNA0DFE6101471,2026-07-15 09:14:04,"8,54,055.95/-",SETTLED
TXNA0DFE6101462,2026-07-15 04:12:51,"Rs. 5,68,277.31",SETTLED
TXNA0DFE6101513,2026-07-15 04:25:55,"5,04,767.40",SETTLED
TXNA0DFE6102750,2026-07-15 01:26:57,"8,63,982.23",SETTLED
TXNA0DFE6103204,2026-07-15 01:58:36,"6,42,393.15/-",SETTLED
TXNA0DFE6102231,2026-07-15 13:32:43,"Rs. 8,04,204.34",SETTLED
TXNA0DFE6100572,2026-07-15 15:43:52,"1,04,913.33",SETTLED
TXNA0DFE6101897,2026-07-15 09:39:23,"3,40,739.28",SETTLED
TXNA0DFE6101878,2026-07-15 06:12:49,"8,01,407.34/-",SETTLED
TXNA0DFE6100481,2026-07-15 01:44:53,"Rs. 92,209.56",SETTLED
TXNA0DFE6101278,2026-07-15 14:44:42,"1,47,998.46",SETTLED
TXNA0DFE6103736,2026-07-15 01:26:03,"8,74,862.90",SETTLED
TXNA0DFE6101232,2026-07-15 13:19:26,"1,19,700.74/-",SETTLED
TXNA0DFE6101741,2026-07-15 09:10:06,"Rs. 6,69,151.57",SETTLED
TXNA0DFE6102045,2026-07-15 00:44:24,"4,46,687.84",SETTLED
TXNA0DFE6100708,2026-07-15 10:02:41,"32,787.12",SETTLED
TXNA0DFE6103109,2026-07-15 08:34:03,"3,25,721.97/-",SETTLED
TXNA0DFE6103362,2026-07-15 04:36:43,"Rs. 8,48,085.38",SETTLED
TXNA0DFE6102577,2026-07-15 08:31:42,"7,15,111.20",SETTLED
TXNA0DFE6103541,2026-07-15 01:24:49,"95,595.37",SETTLED
TXNA0DFE6101566,2026-07-15 07:55:29,"6,19,235.42/-",SETTLED
TXNA0DFE6101886,2026-07-15 12:30:25,"Rs. 6,48,113.12",SETTLED
TXNA0DFE6100546,2026-07-15 12:57:01,"3,63,255.74",SETTLED
TXNA0DFE6101181,2026-07-15 10:54:22,"3,41,587.95",SETTLED
TXNA0DFE6101164,2026-07-15 12:57:04,"1,10,793.11/-",SETTLED
TXNA0DFE6101613,2026-07-15 11:29:28,"Rs. 2,44,145.39",SETTLED
TXNA0DFE6101789,2026-07-15 05:07:03,"4,42,557.09",SETTLED
TXNA0DFE6101401,2026-07-15 13:47:15,"2,13,595.80",SETTLED
TXNA0DFE6102598,2026-07-15 07:42:24,"5,95,224.91/-",SETTLED
TXNA0DFE6103491,2026-07-15 11:54:04,"Rs. 5,67,757.12",SETTLED
TXNA0DFE6100723,2026-07-15 15:14:29,"6,43,768.87",SETTLED
TXNA0DFE6102000,2026-07-15 13:39:02,"1,57,600.80",SETTLED
TXNA0DFE6102361,2026-07-15 01:42:35,"4,89,943.45/-",SETTLED
TXNA0DFE6100446,2026-07-15 07:45:19,"Rs. 4,24,145.24",SETTLED
TXNA0DFE6101644,2026-07-15 05:33:46,"6,94,700.53",SETTLED
TXNA0DFE6100606,2026-07-15 02:12:28,"1,71,012.83",SETTLED
TXNA0DFE6103448,2026-07-15 14:26:29,"2,98,941.01/-",SETTLED
TXNA0DFE6100284,2026-07-15 07:39:26,"Rs. 31,293.99",SETTLED
TXNA0DFE6100893,2026-07-15 00:59:56,"6,13,342.68",SETTLED
TXNA0DFE6100039,2026-07-15 11:49:47,"7,56,179.07",SETTLED
TXNA0DFE6101860,2026-07-15 04:51:30,"1,81,524.26/-",SETTLED
TXNA0DFE6500010,2026-07-15 14:01:11,"Rs. 3,66,248.63",
TXNA0DFE6101033,2026-07-15 00:30:32,"4,92,210.81",SETTLED
TXNA0DFE6101252,2026-07-15 08:01:24,"8,88,086.61",SETTLED
TXNA0DFE6103556,2026-07-15 01:51:21,"2,68,799.34/-",SETTLED
TXNA0DFE6101410,2026-07-15 09:29:22,"Rs. 3,47,328.12",SETTLED
TXNA0DFE6101197,2026-07-15 09:31:10,"8,68,413.52",SETTLED
TXNA0DFE6102857,2026-07-15 03:03:50,"3,41,384.98",SETTLED
TXNA0DFE6102130,2026-07-15 11:31:38,"2,58,518.65/-",SETTLED
TXNA0DFE6103232,2026-07-15 08:49:37,"Rs. 27,249.87",SETTLED
TXNA0DFE6102280,2026-07-15 06:32:01,"3,56,905.78",SETTLED
TXNA0DFE6103291,2026-07-15 14:56:12,"7,96,450.39",SETTLED
TXNA0DFE6100631,2026-07-15 13:11:49,"6,94,826.13/-",SETTLED
TXNA0DFE6101575,2026-07-15 15:38:02,"Rs. 8,24,827.03",SETTLED
TXNA0DFE6102551,2026-07-15 05:01:14,"6,62,878.40",SETTLED
TXNA0DFE6102645,2026-07-15 06:03:14,"7,16,855.88",SETTLED
TXNA0DFE6300015,2026-07-14 21:24:07,"91,802.26/-",SETTLED
TXNA0DFE6103400,2026-07-15 09:25:51,"Rs. 7,43,496.66",SETTLED
TXNA0DFE6100162,2026-07-15 05:15:11,"4,63,296.57",SETTLED
TXNA0DFE6102027,2026-07-15 00:41:07,"2,76,876.91",SETTLED
TXNA0DFE6103289,2026-07-15 09:08:25,"6,83,349.00/-",SETTLED
TXNA0DFE6100316,2026-07-15 09:20:27,"Rs. 2,75,767.49",SETTLED
TXNA0DFE6350008,2026-07-15 21:13:47,"4,27,279.21",SETTLED
TXNA0DFE6200002,2026-07-15 05:42:56,"2,45,218.69",SETTLED
TXNA0DFE6100174,2026-07-15 10:05:29,"2,11,001.61/-",SETTLED
TXNA0DFE6101615,2026-07-15 07:16:58,"Rs. 5,78,889.72",SETTLED
TXNA0DFE6102495,2026-07-15 07:51:31,"5,60,431.30",SETTLED
TXNA0DFE6101267,2026-07-15 09:51:11,"8,02,841.36",SETTLED
TXNA0DFE6101457,2026-07-15 11:42:49,"1,69,948.88/-",SETTLED
TXNA0DFE6101052,2026-07-15 15:12:37,"Rs. 4,71,435.62",SETTLED
TXNA0DFE6102319,2026-07-15 02:12:21,"6,09,492.58",SETTLED
TXNA0DFE6103586,2026-07-15 13:55:21,"2,00,192.72",SETTLED
TXNA0DFE6103413,2026-07-15 15:46:40,"1,54,278.61/-",SETTLED
TXNA0DFE6100177,2026-07-15 07:34:09,"Rs. 4,51,792.80",SETTLED
TXNA0DFE6101057,2026-07-15 10:05:46,"2,86,111.28",SETTLED
TXNA0DFE6100160,2026-07-15 14:43:19,"8,21,867.07",SETTLED
TXNA0DFE6101702,2026-07-15 11:45:49,"5,36,512.86/-",SETTLED
TXNA0DFE6102341,2026-07-15 05:33:18,"Rs. 7,29,268.01",SETTLED
TXNA0DFE6103707,2026-07-15 14:39:02,"5,06,015.16",SETTLED
TXNA0DFE6100440,2026-07-15 13:11:29,"8,46,034.52",SETTLED
TXNA0DFE6102650,2026-07-15 04:50:07,"1,25,601.11/-",SETTLED
TXNA0DFE6300010,2026-07-14 19:55:04,"Rs. 1,23,408.22",SETTLED
TXNA0DFE6101691,2026-07-15 04:37:42,"4,52,260.20",SETTLED
TXNA0DFE6102807,2026-07-15 14:14:12,"2,23,795.79",SETTLED
TXNA0DFE6102921,2026-07-15 09:37:13,"1,37,087.33/-",SETTLED
TXNA0DFE6102657,2026-07-15 13:49:07,"Rs. 77,223.90",SETTLED
TXNA0DFE6101409,2026-07-15 03:47:50,"5,83,944.88",SETTLED
TXNA0DFE6101654,2026-07-15 10:36:18,"4,14,738.09",SETTLED
TXNA0DFE6102182,2026-07-15 05:41:29,"1,55,142.32/-",SETTLED
TXNA0DFE6101063,2026-07-15 15:14:44,"Rs. 3,60,724.36",SETTLED
TXNA0DFE6103569,2026-07-15 00:35:34,"3,37,819.71",SETTLED
TXNA0DFE6102121,2026-07-15 01:36:36,"3,17,438.18",SETTLED
TXNA0DFE6102631,2026-07-15 11:17:51,"6,76,214.98/-",SETTLED
TXNA0DFE6103371,2026-07-15 12:56:13,"Rs. 7,81,650.38",SETTLED
TXNA0DFE6102616,2026-07-15 07:29:13,"75,629.73",SETTLED
TXNA0DFE6102710,2026-07-15 16:13:19,"4,38,255.76",SETTLED
TXNA0DFE6100250,2026-07-15 04:07:37,"6,96,610.31/-",SETTLED
TXNA0DFE6101736,2026-07-15 15:34:35,"Rs. 5,28,738.42",SETTLED
TXNA0DFE6101748,2026-07-15 07:05:20,"3,33,153.57",SETTLED
TXNA0DFE6101510,2026-07-15 00:59:40,"6,02,770.27",SETTLED
TXNA0DFE6103560,2026-07-15 05:24:55,"92,068.29/-",SETTLED
TXNA0DFE6101351,2026-07-15 11:34:23,"Rs. 4,41,261.33",SETTLED
TXNA0DFE6100299,2026-07-15 15:45:43,"2,00,468.79",SETTLED
TXNA0DFE6100048,2026-07-15 13:26:28,"5,29,563.81",SETTLED
TXNA0DFE6103372,2026-07-15 00:47:43,"94,023.46/-",SETTLED
TXNA0DFE6101890,2026-07-15 08:34:36,"Rs. 42,639.45",SETTLED
TXNA0DFE6103187,2026-07-15 10:57:13,"1,94,728.29",SETTLED
TXNA0DFE6100068,2026-07-15 14:00:46,"8,51,583.01",SETTLED
TXNA0DFE6100009,2026-07-15 13:55:58,"7,86,759.63/-",SETTLED
TXNA0DFE6101150,2026-07-15 03:05:51,"Rs. 5,78,879.61",SETTLED
TXNA0DFE6100997,2026-07-15 04:16:52,"1,07,468.77",SETTLED
TXNA0DFE6103013,2026-07-15 09:25:15,"3,74,720.23",SETTLED
TXNA0DFE6102440,2026-07-15 04:15:39,"7,71,684.54/-",SETTLED
TXNA0DFE6101346,2026-07-15 09:19:43,"Rs. 3,41,438.46",SETTLED
TXNA0DFE6100185,2026-07-15 10:39:46,"7,83,128.96",SETTLED
TXNA0DFE6103369,2026-07-15 05:08:53,"7,57,844.86",SETTLED
TXNA0DFE6100076,2026-07-15 07:07:59,"6,54,788.42/-",SETTLED
TXNA0DFE6100272,2026-07-15 11:30:51,"Rs. 2,69,441.88",SETTLED
TXNA0DFE6102667,2026-07-15 01:39:13,"7,27,082.74",SETTLED
TXNA0DFE6103302,2026-07-15 15:46:30,"1,93,217.90",SETTLED
TXNA0DFE6101115,2026-07-15 02:32:29,"7,36,778.87/-",SETTLED
TXNA0DFE6102292,2026-07-15 10:12:14,"Rs. 2,10,774.71",SETTLED
TXNA0DFE6103388,2026-07-15 07:18:40,"1,36,622.91",SETTLED
TXNA0DFE6103457,2026-07-15 05:35:30,"4,54,232.12",SETTLED
TXNA0DFE6103157,2026-07-15 15:41:58,"1,18,939.74/-",SETTLED
TXNA0DFE6100382,2026-07-15 07:14:35,"Rs. 3,26,417.13",SETTLED
TXNA0DFE6101501,2026-07-15 04:29:30,"5,56,031.62",SETTLED
TXNA0DFE6102713,2026-07-15 00:35:57,"1,38,970.38",SETTLED
TXNA0DFE6100115,2026-07-15 06:49:46,"49,293.23/-",SETTLED
TXNA0DFE6102533,2026-07-15 00:52:00,"Rs. 7,50,735.23",SETTLED
TXNA0DFE6100094,2026-07-15 02:47:44,"3,82,647.23",SETTLED
